customer_id,first_name,last_name,age,state,region,occupation,annual_income,credit_score,customer_segment,risk_tier,account_open_date,is_digital_customer,num_products,is_active
ACB-C000075,Angela,Chen,30,OH,Midwest,Student,,758.0,Affluent,2,2016-06-26,1,2,1
ACB-C000076,Jessica,Wilson,53,OH,Midwest,Employed - Full Time,35526.03,651.0,Mass Market,2,2019-09-25,0,5,1
ACB-C000077,Priya,Lee,44,IL,Midwest,Government Employee,53115.87,664.0,Mass Market,3,2022-01-21,1,2,1
ACB-C000078,Nancy,Lee,46,TX,South,Retired,51966.61,769.0,Mass Market,2,2019-10-08,1,2,1
ACB-C000079,Daniel,Garcia,42,FL,Southeast,Student,37843.47,699.0,Mass Market,2,2026-03-13,1,1,1
ACB-C000080,Wei,Patel,54,TX,South,Retired,61815.14,740.0,Mass Market,2,2023-11-16,0,1,0
ACB-C000081,Thomas,Lee,41,TN,South,Self-Employed,48810.19,538.0,Emerging Affluent,4,2025-04-16,1,2,1
ACB-C000082,Elena,Kowalski,28,NC,Southeast,Employed - Full Time,26845.49,470.0,Mass Market,5,2018-03-16,0,2,0
ACB-C000083,Priya,Wilson,29,FL,Southeast,Self-Employed,54309.93,659.0,Mass Market,3,2020-12-09,0,1,1
ACB-C000084,Diana,Martinez,47,TX,South,Student,55100.87,,Mass Market,2,2018-02-17,1,4,1
ACB-C000085,Jennifer,Rodriguez,22,FL,Southeast,Employed - Full Time,62248.43,684.0,Mass Market,3,2020-07-13,1,2,1
ACB-C000086,Hassan,Martinez,51,FL,Southeast,Student,24931.84,760.0,Mass Market,1,2020-11-22,1,3,1
ACB-C000087,Karen,Taylor,46,OH,Midwest,Government Employee,103823.97,732.0,Affluent,3,2024-08-10,1,4,1
ACB-C000088,Angela,Ahmed,49,NC,Southeast,Employed - Full Time,50031.8,688.0,Mass Market,3,2023-12-16,1,4,1
ACB-C000089,Nancy,Russo,43,TN,South,Retired,81938.05,602.0,Emerging Affluent,4,2023-02-13,1,2,0
ACB-C000090,Priya,Thomas,31,NY,Northeast,Employed - Part Time,94620.56,728.0,Mass Market,2,2019-12-02,0,2,1
ACB-C000091,Nancy,Kowalski,55,TX,South,Unemployed,29465.58,655.0,Mass Market,3,2018-02-07,1,3,1
ACB-C000092,Aisha,Park,42,OH,Midwest,Employed - Part Time,154486.25,607.0,Emerging Affluent,3,2026-01-25,1,1,1
ACB-C000093,Aisha,Garcia,23,IL,Midwest,Employed - Full Time,54556.09,736.0,Mass Market,2,2017-01-14,1,3,1
ACB-C000094,Diana,Hernandez,26,GA,Southeast,Government Employee,70692.87,681.0,Mass Market,3,2016-01-21,0,5,1
ACB-C000095,Diana,Okafor,44,IL,Midwest,Self-Employed,90475.08,524.0,Emerging Affluent,5,2017-06-17,1,3,1
ACB-C000096,Priya,Singh,26,GA,Southeast,Employed - Full Time,33006.52,679.0,Mass Market,4,2018-06-06,0,3,1
ACB-C000097,Elena,Okafor,34,GA,Southeast,Retired,35502.25,632.0,Mass Market,3,2018-08-03,1,1,1
ACB-C000098,Kevin,Johnson,42,NY,Northeast,Unemployed,73209.38,804.0,Emerging Affluent,1,2024-06-20,1,2,1
ACB-C000099,Robert,Jackson,38,TX,South,Self-Employed,,605.0,Emerging Affluent,4,2016-06-04,1,2,1
ACB-C000100,Marcus,Martinez,60,TX,South,Employed - Full Time,23103.74,593.0,Mass Market,3,2023-08-19,1,2,1
ACB-C000101,Mark,Kim,50,TX,South,Government Employee,34641.35,775.0,Mass Market,2,2023-07-24,1,3,1
ACB-C000102,Jennifer,Garcia,25,NC,Southeast,Unemployed,58693.85,781.0,Mass Market,1,2025-07-01,1,1,1
ACB-C000103,Michael,Davis,42,FL,Southeast,Unemployed,34087.65,778.0,Mass Market,1,2020-08-21,0,1,1
ACB-C000104,Karen,Chen,54,GA,Southeast,Government Employee,71357.53,671.0,Emerging Affluent,1,2015-04-05,1,2,1
ACB-C000105,Wei,Jones,41,TN,South,Employed - Full Time,127443.79,575.0,Affluent,3,2017-07-27,0,4,1
ACB-C000106,Susan,Singh,34,CA,West,Student,180346.21,745.0,Affluent,2,2020-12-25,1,1,0
ACB-C000107,Daniel,Rodriguez,47,NY,Northeast,Retired,52568.92,782.0,Mass Market,1,2022-08-18,1,2,0
ACB-C000108,Thomas,Garcia,34,IL,Midwest,Retired,62429.44,659.0,Mass Market,2,2017-07-02,1,3,1
ACB-C000109,Angela,Miller,36,CA,West,Government Employee,110009.53,725.0,Emerging Affluent,2,2021-08-01,0,1,1
ACB-C000110,Daniel,Martinez,45,TX,South,Employed - Part Time,29875.04,748.0,Mass Market,1,2024-10-01,1,1,1
ACB-C000111,Patricia,Moore,40,FL,Southeast,Student,35255.01,714.0,Emerging Affluent,1,2018-07-19,1,3,0
ACB-C000112,Michael,Johnson,46,CA,West,Government Employee,63376.2,735.0,Emerging Affluent,1,2025-03-05,0,3,1
ACB-C000113,Charles,Ahmed,70,VA,Northeast,Self-Employed,187191.45,734.0,Affluent,3,2015-01-27,1,4,1
ACB-C000114,Daniel,Smith,56,AZ,West,Unemployed,58536.42,723.0,Mass Market,1,2020-11-27,1,2,1
ACB-C000115,Linda,Rodriguez,52,NC,Southeast,Employed - Part Time,38134.95,590.0,Mass Market,3,2026-03-24,1,3,1
ACB-C000116,Jennifer,Williams,66,TN,South,Retired,236941.02,735.0,Affluent,1,2019-01-03,1,4,1
ACB-C000117,James,Taylor,53,AZ,West,Employed - Full Time,95967.16,660.0,Emerging Affluent,1,2017-05-21,0,2,1
ACB-C000118,Priya,Nguyen,59,CA,West,Student,111231.81,700.0,Affluent,2,2021-09-10,0,2,1
ACB-C000119,Mark,Jones,38,TN,South,Retired,70693.37,700.0,Mass Market,1,2019-06-18,1,4,1
ACB-C000120,Marcus,Martinez,39,GA,Southeast,Retired,42036.58,717.0,Emerging Affluent,1,2018-06-06,0,4,1
ACB-C000121,Jennifer,Brown,49,AZ,West,Student,82110.93,718.0,Emerging Affluent,2,2023-05-22,1,2,1
ACB-C000122,Daniel,Chen,21,TN,South,Retired,35885.53,657.0,Mass Market,2,2018-08-16,1,2,1
ACB-C000123,Nancy,Hernandez,32,FL,Southeast,Employed - Part Time,43169.95,618.0,Mass Market,3,2015-01-05,1,3,1
ACB-C000124,Wei,Hernandez,39,TX,South,Government Employee,90380.08,796.0,Emerging Affluent,1,2022-04-09,0,2,1
ACB-C000125,Elena,Davis,47,CA,West,Student,64221.29,616.0,Mass Market,4,2025-12-16,1,2,1
ACB-C000126,David,Kowalski,36,NY,Northeast,Retired,46388.13,622.0,Mass Market,4,2015-06-09,1,2,1
ACB-C000127,Barbara,Wilson,51,AZ,West,Retired,67697.18,685.0,Emerging Affluent,3,2017-07-05,1,4,1
ACB-C000128,Marcus,Lee,37,TN,South,Student,22296.09,710.0,Mass Market,2,2023-02-21,1,5,1
ACB-C000129,David,Brown,28,TX,South,Employed - Full Time,83425.03,653.0,Affluent,4,2021-11-24,1,3,1
ACB-C000130,Linda,Hernandez,48,GA,Southeast,Self-Employed,15840.57,767.0,Mass Market,1,2020-05-15,0,3,1
ACB-C000131,Barbara,Jackson,30,NY,Northeast,Student,47406.64,718.0,Mass Market,1,2016-04-19,1,2,1
ACB-C000132,Hassan,Hernandez,45,CA,West,Employed - Full Time,388212.02,762.0,High Net Worth,1,2020-05-27,1,2,1
ACB-C000133,Priya,Hernandez,58,TX,South,Unemployed,65127.15,482.0,Affluent,5,2016-10-07,1,3,1
ACB-C000134,Wei,Taylor,18,FL,Southeast,Retired,67586.8,613.0,Mass Market,2,2016-12-02,1,5,1
ACB-C000135,Hassan,Martinez,42,VA,Northeast,,118964.89,,Emerging Affluent,4,2025-11-25,0,1,1
ACB-C000136,Patricia,Kowalski,39,FL,Southeast,Unemployed,47700.12,704.0,Mass Market,2,2016-07-20,1,4,1
ACB-C000137,Jennifer,Martin,49,GA,Southeast,Government Employee,82140.53,659.0,Mass Market,4,2017-10-27,0,2,1
ACB-C000138,Priya,Park,19,OH,Midwest,Retired,43593.51,608.0,Mass Market,4,2017-11-17,1,2,1
ACB-C000139,Michael,Johnson,43,FL,Southeast,Retired,26833.51,592.0,Mass Market,5,2025-08-29,1,2,0
ACB-C000140,Priya,Wilson,62,PA,Northeast,Unemployed,120680.93,753.0,Affluent,2,2018-09-14,1,3,1
ACB-C000141,Jessica,Garcia,35,VA,Northeast,Employed - Full Time,128238.67,543.0,Emerging Affluent,4,2020-12-11,1,3,0
ACB-C000142,Thomas,Russo,52,CA,West,Student,209974.88,581.0,High Net Worth,5,2024-06-28,1,3,1
ACB-C000143,Daniel,Thomas,49,GA,Southeast,Self-Employed,84699.39,734.0,Emerging Affluent,2,2019-10-02,1,3,1
ACB-C000144,Karen,Martin,43,FL,Southeast,Self-Employed,55124.89,731.0,Mass Market,2,2019-07-06,0,4,1
ACB-C000145,Maria,Okafor,36,FL,Southeast,Student,110351.43,599.0,Emerging Affluent,3,2021-12-28,1,3,1
ACB-C000146,Jessica,Wilson,60,TX,South,Government Employee,127283.12,707.0,High Net Worth,2,2023-12-13,1,5,1
ACB-C000147,Nancy,Johnson,53,NC,Southeast,Student,118748.38,689.0,Emerging Affluent,3,2023-05-18,0,2,1
ACB-C000148,Carlos,Garcia,30,GA,Southeast,Employed - Part Time,52533.27,768.0,Emerging Affluent,1,2024-10-28,1,3,1
ACB-C000149,James,Rodriguez,46,TX,South,Student,209975.61,730.0,Affluent,3,2025-02-15,1,1,1
ACB-C000150,Karen,Garcia,59,FL,Southeast,Government Employee,38350.05,768.0,Mass Market,1,2017-09-18,1,2,1
ACB-C000151,Sarah,Lopez,36,TN,South,Employed - Part Time,64486.26,684.0,Emerging Affluent,2,2020-07-23,0,1,1
ACB-C000152,Michael,Taylor,47,CA,West,Student,167897.87,744.0,Affluent,2,2020-01-15,1,3,1
ACB-C000153,Thomas,Smith,68,CA,West,Government Employee,452035.64,654.0,High Net Worth,4,2016-06-08,1,4,1
ACB-C000154,Angela,Davis,18,NY,Northeast,Government Employee,36725.54,719.0,Mass Market,1,2022-08-01,1,3,0
ACB-C000155,Linda,Ahmed,32,PA,Northeast,,39623.28,726.0,Mass Market,4,2015-06-22,1,5,1
ACB-C000156,Kevin,Miller,48,CA,West,Student,59115.12,726.0,Emerging Affluent,4,2020-02-29,1,4,1
ACB-C000157,Priya,Davis,25,OH,Midwest,Student,35240.08,689.0,Mass Market,2,2019-12-10,1,4,1
ACB-C000158,Jessica,Kim,45,IL,Midwest,Self-Employed,87012.17,657.0,Emerging Affluent,2,2015-02-28,0,3,1
ACB-C000159,Marcus,Jones,32,CA,West,Retired,42770.73,670.0,Mass Market,2,2016-08-04,0,2,1
ACB-C000160,James,Lee,19,OH,Midwest,Retired,73369.62,665.0,Mass Market,2,2016-04-27,0,2,1
ACB-C000161,Angela,Okafor,18,FL,Southeast,Employed - Part Time,33609.93,706.0,Mass Market,1,2020-02-19,0,3,1
ACB-C000162,Kevin,Hernandez,18,NC,Southeast,Employed - Full Time,59947.39,633.0,Mass Market,3,2016-07-06,1,3,1
ACB-C000163,Barbara,Kim,41,NC,Southeast,Unemployed,58960.17,499.0,Mass Market,5,2015-09-15,1,3,1
ACB-C000164,Aisha,Lee,37,GA,Southeast,Self-Employed,39633.09,799.0,Mass Market,1,2022-05-30,1,2,0
ACB-C000165,David,Martinez,26,TX,South,Student,40056.56,590.0,Mass Market,3,2016-08-03,1,5,1
ACB-C000166,Jennifer,Lopez,43,AZ,West,Self-Employed,53903.95,576.0,Mass Market,5,2020-05-03,0,1,1
ACB-C000167,Karen,Garcia,38,FL,Southeast,Employed - Full Time,33627.96,594.0,Mass Market,4,2021-03-31,0,5,0
ACB-C000168,Aisha,Park,46,CA,West,Self-Employed,38350.35,628.0,Mass Market,4,2025-11-20,0,2,1
ACB-C000169,Patricia,Davis,47,TX,South,Employed - Full Time,46319.14,604.0,Emerging Affluent,4,2019-10-22,0,3,1
ACB-C000170,Mark,Kowalski,47,NC,Southeast,Unemployed,53200.05,715.0,Emerging Affluent,2,2017-12-19,1,2,1
ACB-C000171,Nancy,Williams,53,OH,Midwest,Employed - Full Time,29323.9,666.0,Mass Market,4,2025-08-08,0,1,1
ACB-C000172,Patricia,Hernandez,40,TX,South,Employed - Full Time,30486.83,530.0,Mass Market,5,2020-06-13,1,4,1
ACB-C000173,Charles,Patel,43,GA,Southeast,Government Employee,39543.18,653.0,Emerging Affluent,2,2025-08-10,1,1,1
ACB-C000174,Diana,Jackson,39,CA,West,Employed - Full Time,22912.96,708.0,Mass Market,2,2024-02-17,0,1,1
ACB-C000175,Diana,Park,69,NC,Southeast,Employed - Full Time,379823.39,680.0,High Net Worth,2,2019-04-09,0,1,0
ACB-C000176,Nancy,Okafor,59,CA,West,Student,69600.3,722.0,Emerging Affluent,2,2017-02-11,1,3,1
ACB-C000177,Fatima,Jones,28,OH,Midwest,Self-Employed,73007.96,685.0,Mass Market,2,2017-03-05,1,3,1
ACB-C000178,Susan,Moore,37,FL,Southeast,Retired,67414.86,627.0,Mass Market,3,2024-09-01,0,4,1
ACB-C000179,Angela,Wilson,65,VA,Northeast,Retired,36862.51,713.0,Mass Market,3,2022-12-12,1,3,1
ACB-C000180,Patricia,Davis,33,TX,South,Student,30621.84,785.0,Mass Market,2,2024-07-01,1,3,1
ACB-C000181,Marcus,Smith,18,FL,Southeast,Employed - Part Time,47132.24,722.0,Mass Market,1,2024-03-21,1,1,0
ACB-C000182,Mark,Rodriguez,22,TX,South,Unemployed,37138.38,612.0,Mass Market,4,2025-06-22,1,2,1
ACB-C000183,Michael,Johnson,35,VA,Northeast,Government Employee,91375.29,736.0,Emerging Affluent,1,2016-03-19,1,2,1
ACB-C000184,Diana,Park,22,TN,South,Employed - Full Time,20022.57,760.0,Mass Market,1,2017-03-17,1,4,1
ACB-C000185,Marcus,Russo,49,CA,West,Self-Employed,50752.53,645.0,Mass Market,3,2016-05-11,0,2,1
ACB-C000186,Karen,Jones,52,NC,Southeast,Employed - Full Time,127578.16,733.0,Emerging Affluent,2,2024-01-12,1,2,1
ACB-C000187,Priya,Lee,28,AZ,West,Government Employee,37835.88,718.0,Mass Market,1,2022-08-11,0,4,1
ACB-C000188,James,Anderson,38,GA,Southeast,Employed - Full Time,56693.79,753.0,Mass Market,2,2017-06-14,1,3,1
ACB-C000189,Hassan,Wilson,20,GA,Southeast,Retired,27147.66,653.0,Mass Market,3,2020-07-29,1,4,1
ACB-C000190,Hassan,Garcia,49,CA,West,Employed - Full Time,59266.72,732.0,Emerging Affluent,3,2019-04-19,1,4,1
ACB-C000191,Jennifer,Singh,65,TX,South,Government Employee,188876.79,773.0,High Net Worth,2,2019-04-08,1,2,1
ACB-C000192,Hassan,Singh,24,TN,South,Self-Employed,81890.3,756.0,Mass Market,1,2025-01-23,1,2,1
ACB-C000193,James,Nguyen,50,TN,South,Self-Employed,97220.26,643.0,Mass Market,3,2018-02-22,0,4,1
ACB-C000194,Marcus,Lee,32,NC,Southeast,Retired,36444.75,581.0,Mass Market,4,2024-06-18,1,3,1
ACB-C000195,Susan,Lee,32,FL,Southeast,Student,74647.5,677.0,Mass Market,3,2019-02-12,0,1,1
ACB-C000196,Jessica,Williams,28,FL,Southeast,Retired,56021.95,632.0,Mass Market,4,2021-03-31,1,2,1
ACB-C000197,Marcus,Taylor,44,OH,Midwest,Retired,118743.63,643.0,Affluent,3,2025-05-17,1,3,1
ACB-C000198,Diana,Garcia,35,TN,South,Government Employee,214747.74,624.0,Affluent,3,2020-08-08,0,5,1
ACB-C000199,Linda,Brown,18,TN,South,Employed - Full Time,35173.52,560.0,Mass Market,4,2016-09-09,1,2,1
ACB-C000200,Michael,Thomas,43,IL,Midwest,Employed - Part Time,34261.03,705.0,Mass Market,3,2024-12-09,1,2,1
ACB-C000201,Marcus,Martinez,53,NC,Southeast,Unemployed,51087.88,556.0,Emerging Affluent,4,2017-03-13,0,3,1
ACB-C000202,Carlos,Garcia,30,TX,South,Student,63261.58,686.0,Mass Market,2,2016-02-19,0,3,1
ACB-C000203,Daniel,Lee,39,CA,West,Student,30311.41,614.0,Mass Market,4,2015-05-01,1,3,1
ACB-C000204,Nancy,Jones,22,TN,South,Government Employee,41864.01,694.0,Mass Market,3,2017-02-03,1,2,1
ACB-C000205,Jessica,Russo,24,NC,Southeast,Student,38610.0,622.0,Mass Market,4,2020-04-20,1,4,1
ACB-C000206,Charles,Jones,40,TX,South,Employed - Full Time,,715.0,Mass Market,1,2018-09-24,0,2,1
ACB-C000207,James,Johnson,32,TX,South,Retired,67537.7,640.0,Emerging Affluent,3,2024-02-12,0,3,1
ACB-C000208,Karen,Martinez,48,OH,Midwest,Unemployed,63163.74,576.0,Emerging Affluent,4,2025-11-22,1,1,1
ACB-C000209,Wei,Williams,28,TX,South,Government Employee,83621.24,781.0,Mass Market,1,2025-10-18,1,1,1
ACB-C000210,Elena,Anderson,57,CA,West,Government Employee,52925.85,691.0,Mass Market,3,2019-10-18,1,5,1
ACB-C000211,Wei,Taylor,64,GA,Southeast,Employed - Full Time,136869.92,555.0,Affluent,4,2023-12-30,1,1,1
ACB-C000212,Michael,Jackson,59,OH,Midwest,Self-Employed,37576.26,701.0,Mass Market,2,2016-04-25,1,3,1
ACB-C000213,Thomas,Park,57,NC,Southeast,Employed - Part Time,91457.31,717.0,Affluent,2,2018-09-10,1,1,1
ACB-C000214,Daniel,Ahmed,18,CA,West,Employed - Part Time,34504.28,601.0,Mass Market,3,2023-07-02,1,5,0
ACB-C000215,Priya,Garcia,42,OH,Midwest,Unemployed,43949.23,700.0,Mass Market,3,2015-01-18,0,2,1
ACB-C000216,Susan,Singh,41,CA,West,Employed - Full Time,43270.68,757.0,Mass Market,1,2023-10-04,1,4,0
ACB-C000217,Karen,Brown,46,FL,Southeast,Retired,139451.77,771.0,Affluent,1,2020-12-12,1,2,1
ACB-C000218,Diana,Lopez,31,IL,Midwest,Student,79619.43,705.0,Mass Market,1,2025-03-16,1,4,1
ACB-C000219,Michael,Kim,33,NC,Southeast,Unemployed,37073.54,709.0,Mass Market,2,2021-05-25,1,2,1
ACB-C000220,Jessica,Davis,25,AZ,West,Unemployed,77966.54,705.0,Mass Market,2,2024-06-27,1,4,0
ACB-C000221,Diana,Martin,48,NC,Southeast,Self-Employed,125375.23,622.0,Affluent,3,2025-11-30,0,1,1
ACB-C000222,John,Garcia,39,GA,Southeast,Self-Employed,141466.72,649.0,Affluent,3,2018-06-22,1,3,1
